lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,source_file
Terrestrial Ecotoxicity Potential (Tetp),130.19033143708285,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Fossil Fuel Potential (Ffp),2.7033122283943163,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Freshwater Eutrophication Potential (Fep),0.0042722317644441,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Marine Eutrophication Potential (Mep),0.0022788227741221,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Human Toxicity Potential (Htpc),2.174554701440654,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Human Toxicity Potential (Htpnc),18.71466188710069,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Ionising Radiation Potential (Irp),0.6674781136088557,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Agricultural Land Occupation (Lop),1.9925726158126835,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Surplus Ore Potential (Sop),0.8312646307848566,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Ozone Depletion Potential (Odpinfinite),1.3594390772414336e-05,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Particulate Matter Formation Potential (Pmfp),0.0185956484133579,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0236753548988739,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.0244940732138606,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Water Consumption Potential (Wcp),0.2041080720647077,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Acidification Potential (Ap) No Lt,0.129924139616174,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Global Warming Potential (Gwp100) No Lt,17.281323240186456,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Ecotoxicity: Freshwater No Lt,1659263.653039378,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Eutrophication Potential No Lt,0.0282429387532508,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Human Toxicity: Carcinogenic No Lt,1.1775163560538556e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Human Toxicity: Non-Carcinogenic No Lt,0.0031825634292536,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Ozone Depletion Potential (Odp) No Lt,2.537277839575761e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.0111227800202731,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Maximum Incremental Reactivity (Mir) No Lt,1.3081918433510316,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Acidification Potential (Ap),0.130443330963323,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Global Warming Potential (Gwp100),17.28583544754413,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Ecotoxicity: Freshwater,1660509.549742713,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Eutrophication Potential,0.0920501732788452,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Human Toxicity: Carcinogenic,5.696110721719012e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Human Toxicity: Non-Carcinogenic,0.0032040758038948,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Ozone Depletion Potential (Odp),2.537277839575761e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Particulate Matter Formation Potential (Pmfp),0.0111725270830975,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Maximum Incremental Reactivity (Mir),1.3262870818468515,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Terrestrial Acidification Potential (Tap),0.1143158202581338,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Global Warming Potential (Gwp1000),18.07374612469181,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Freshwater Ecotoxicity Potential (Fetp),2969.57911555419,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Marine Ecotoxicity Potential (Metp),4017.795470111577,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Terrestrial Ecotoxicity Potential (Tetp),928.2697779697412,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Fossil Fuel Potential (Ffp),4.073311547302572,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Freshwater Eutrophication Potential (Fep),0.0083444434399213,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Marine Eutrophication Potential (Mep),0.0056326007169286,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Human Toxicity Potential (Htpc),4.137159517193441,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Human Toxicity Potential (Htpnc),7150.555311496812,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Ionising Radiation Potential (Irp),0.8239335823653852,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Agricultural Land Occupation (Lop),0.3829982258916699,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Surplus Ore Potential (Sop),0.6286407361611669,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Ozone Depletion Potential (Odpinfinite),3.040202534044954e-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Particulate Matter Formation Potential (Pmfp),0.0356577638314507,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0468172965735371,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.0485337131870816,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Water Consumption Potential (Wcp),0.2703309133224147,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC Mining & Leaching,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_Mining_&_LeachingCN.csv
Acidification Potential (Ap) No Lt,0.001881026760396,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Global Warming Potential (Gwp100) No Lt,0.650688761431186,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Ecotoxicity: Freshwater No Lt,0.2971909834596266,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Eutrophication Potential No Lt,0.0001978261312704,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Human Toxicity: Carcinogenic No Lt,1.915138878593056e-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Human Toxicity: Non-Carcinogenic No Lt,5.3880778665858966e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Ozone Depletion Potential (Odp) No Lt,1.4377374306132625e-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.0002788039073515,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Maximum Incremental Reactivity (Mir) No Lt,0.0222662958799731,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Acidification Potential (Ap),0.0018932141766333,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Global Warming Potential (Gwp100),0.6507942260839333,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Ecotoxicity: Freshwater,9.947402818576256,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Eutrophication Potential,0.0018941039209081,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Human Toxicity: Carcinogenic,1.2714984730113517e-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Human Toxicity: Non-Carcinogenic,1.992884678571034e-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Ozone Depletion Potential (Odp),1.4377374306132625e-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Particulate Matter Formation Potential (Pmfp),0.0002801434718698,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Maximum Incremental Reactivity (Mir),0.0226912628147627,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Terrestrial Acidification Potential (Tap),0.0014706467205197,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Global Warming Potential (Gwp1000),0.681189538737682,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Freshwater Ecotoxicity Potential (Fetp),0.0268857876955015,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Marine Ecotoxicity Potential (Metp),0.0364641329737805,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Terrestrial Ecotoxicity Potential (Tetp),3.778556045699566,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Fossil Fuel Potential (Ffp),0.136438810488128,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Freshwater Eutrophication Potential (Fep),0.0001417212887439,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Marine Eutrophication Potential (Mep),1.2303104952457284e-05,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Human Toxicity Potential (Htpc),0.0904616142457278,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Human Toxicity Potential (Htpnc),0.7052295001477698,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Ionising Radiation Potential (Irp),0.031749022795464,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Agricultural Land Occupation (Lop),0.0093388311968543,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Surplus Ore Potential (Sop),0.0124099858752019,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Ozone Depletion Potential (Odpinfinite),1.1435659266989853e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Particulate Matter Formation Potential (Pmfp),0.0006129039311039,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0009185408680823,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.0009426049551704,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Water Consumption Potential (Wcp),0.0031832263849608,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Beneficiation,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_BeneficiationCN.csv
Acidification Potential (Ap) No Lt,0.1430797085353806,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Global Warming Potential (Gwp100) No Lt,3.8376024891131344,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Ecotoxicity: Freshwater No Lt,4.466930059979827,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Eutrophication Potential No Lt,0.0021044603337237,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Human Toxicity: Carcinogenic No Lt,3.700407075229722e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Human Toxicity: Non-Carcinogenic No Lt,1.4459698763167503e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Ozone Depletion Potential (Odp) No Lt,1.0295854941918785e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.0076755949741969,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Maximum Incremental Reactivity (Mir) No Lt,0.2090198172666548,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Acidification Potential (Ap),0.1431829800350321,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Global Warming Potential (Gwp100),3.8384972721578263,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Ecotoxicity: Freshwater,195.9612958540103,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Eutrophication Potential,0.0144030642675465,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Human Toxicity: Carcinogenic,7.661750489092745e-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Human Toxicity: Non-Carcinogenic,3.4454688646233985e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Ozone Depletion Potential (Odp),1.0295854941918785e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Particulate Matter Formation Potential (Pmfp),0.0076833306085205,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Maximum Incremental Reactivity (Mir),0.2126208908141721,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Terrestrial Acidification Potential (Tap),0.1027499358971858,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Global Warming Potential (Gwp1000),3.951386248615052,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Freshwater Ecotoxicity Potential (Fetp),0.6148087345800014,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Marine Ecotoxicity Potential (Metp),0.8050105388941435,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Terrestrial Ecotoxicity Potential (Tetp),59.431818272943225,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
